baseline,baseline_context_length,baseline_mae,baseline_mase,baseline_mode,baseline_season_length,context_length,dataset,domain,empirical_coverage_90,excess_variance,failure_delta_005,flatness_score,forecast_variance_ratio,full_context_length,horizon,mae,mase,model,origin,over_smoothing,prediction_amplitude_ratio,regime,relative_error_ratio,rmse,run_id,series_id,spike_recall,window_index
seasonal_naive_48,2048,71.15254237288136,0.575988200337006,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.8559322033898306,0,0,0.9450776876393268,0.003354546959314909,9938,480,47.381027738926775,0.3835549930801024,timesfm_2_5,9938,0,0.05492231236067325,external_locked,0.6659077266785709,62.63994387865585,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T1,0.0,0
auto_arima,2048,46.559404119080874,0.6086196616873237,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.7047872340425532,0,1,0.9750576897310338,0.00046675590643488143,9938,480,61.147352898374514,0.7993118025931205,timesfm_2_5,9938,1,0.024942310268966185,external_locked,1.3133190609996215,80.51563800942245,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T2,0.0,0
seasonal_naive_48,2048,27.158458244111348,0.8708122883883119,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.8972162740899358,0,0,0.7712150141250566,0.04149127752133069,9938,480,22.025707743152562,0.7062351180168932,timesfm_2_5,9938,0,0.22878498587494345,external_locked,0.8110072944927753,29.840655361439218,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T3,0.0,0
seasonal_naive_48,2048,1.1384120130423825,0.6493615851046438,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.9463519313304721,0,0,0.9547420450168047,0.0024690499879661946,9938,480,0.5657837889417047,0.3227287254566406,timesfm_2_5,9938,0,0.04525795498319533,external_locked,0.4969938672986788,0.7861690045383518,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T4,0.0,0
seasonal_naive_48,2048,23.266666666666666,1.680662151993859,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.8172043010752689,0,0,0.5120532057630688,0.18403280431761657,9938,480,19.877543775496946,1.4358496632412105,timesfm_2_5,9938,0,0.4879467942369312,external_locked,0.8543356923565656,23.440863854657316,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T5,0.0,0
auto_arima,2048,6.528725893898674,0.3199375629475457,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.8838709677419355,0,0,0.9191176174555676,0.007236088631789163,9938,480,6.624449431511664,0.32462845606181145,timesfm_2_5,9938,0,0.08088238254443232,external_locked,1.0146619017504521,8.930852236129653,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T6,0.0,0
auto_arima,2048,44.88898952919144,0.7624456820244702,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.6823027718550106,0,1,0.9361220794069707,0.001759168543368498,9938,480,48.11263750560248,0.81719978778092,timesfm_2_5,9938,1,0.06387792059302934,external_locked,1.0718137790629843,69.17230813315317,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T7,0.0,0
auto_arima,2048,45.69464888727439,0.9940372293628474,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.8110599078341014,0,1,0.9869206973894211,0.00026773822378069016,9938,480,51.37398849874048,1.1175850659141124,timesfm_2_5,9938,1,0.013079302610578849,external_locked,1.1242889430111502,76.14554245882408,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T8,0.0,0
seasonal_naive_48,2048,23.0406852248394,1.7852346905443188,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.5995717344753747,0,1,0.7644080656944094,0.037514014377764075,9938,480,29.239208605355827,2.265507688550397,timesfm_2_5,9938,1,0.2355919343055905,external_locked,1.2690251318494963,36.034322601117545,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T9,0.0,0
auto_arima,2048,0.33782303038933836,0.7353970802602956,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.778969957081545,0,1,0.7582246021525532,0.03143455307397526,9938,480,0.3748859713581499,0.8160783131025663,timesfm_2_5,9938,1,0.2417753978474468,external_locked,1.1097111139077378,0.5148982442168496,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T10,0.0,0
seasonal_naive_48,2048,22.515923566878982,1.4017695605838183,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.910828025477707,0,0,0.5637828656667818,0.13762777938617912,9938,480,19.526625165514126,1.2156653799541113,timesfm_2_5,9938,0,0.4362171343332182,external_locked,0.8672362520468406,23.528075297911062,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T11,0.0,0
auto_ets,2048,5.108935054180408,0.7603996359709243,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.8351177730192719,0,0,0.7829913347791908,0.023754071881105836,9938,480,4.461813682662343,0.6640838969542964,timesfm_2_5,9938,0,0.21700866522080922,external_locked,0.8733353693761621,6.74986129960505,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T12,0.0,0
naive,2048,119.90021231422506,0.7803145808531985,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.9171974522292994,0,0,0.9424248954884076,0.00285678142059331,9938,480,58.07962364958097,0.37798412788012586,timesfm_2_5,9938,0,0.057575104511592395,external_locked,0.48439967309957693,73.71225613274527,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T13,0.0,0
auto_arima,2048,63.202946674938836,0.3693378914532562,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.9216152019002375,0,0,0.9762810677206669,0.0003582276608623607,9938,480,63.25102357116844,0.3696188375232612,timesfm_2_5,9938,0,0.023718932279333055,external_locked,1.0007606749171976,87.09050105206042,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T14,0.0,0
auto_arima,2048,21.613702582534486,0.606700423369372,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.6963906581740976,0,1,0.8440868625723337,0.018734436416453084,9938,480,25.77436766249865,0.723491022105205,timesfm_2_5,9938,1,0.15591313742766627,external_locked,1.1925012646063293,32.33445425749868,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T15,0.0,0
naive,2048,1.827542322719375,0.9447714757595295,rolling_pre_origin,48,512,kdd_cup_2018_with_missing/H/medium,Nature,0.8538135593220338,0,0,0.810610474332579,0.024564290668585866,9938,480,0.5036792071788745,0.26038343515224033,timesfm_2_5,9938,0,0.18938952566742095,external_locked,0.2756046746042666,0.6378734903900655,external_v1_timesfm_kdd_cup_2018_h_medium_1784637739,T16,0.0,0
