baseline,baseline_context_length,baseline_mae,baseline_mase,baseline_mode,baseline_season_length,context_length,dataset,domain,empirical_coverage_90,excess_variance,failed,failure_delta_005,flatness_score,forecast_variance_ratio,full_context_length,horizon,mae,mase,model,origin,over_smoothing,prediction_amplitude_ratio,regime,relative_error_ratio,rmse,run_id,selector,series_id,spike_recall,window_index
auto_arima,266,5.8742253728858955,0.9297901998664332,rolling_pre_origin,30,266,restaurant/D/short,Sales,0.631578947368421,0,0,0,0.8928472680865716,0.010875941824007305,266,30,6.010463840083072,0.9513544374643732,chronos_bolt_small,266,0,0.10715273191342849,external_locked,1.0231925843065197,7.065808902057327,external_v1_chronos_restaurant_d_short_1783856172,real_gift_eval_window,air_d69b08a175bc0387,0.3333333333333333,0
auto_ets,393,2.4646269971778283,0.46021584360873696,rolling_pre_origin,30,393,restaurant/D/short,Sales,0.8620689655172413,0,0,0,0.7295754567171726,0.059249607065269175,393,30,2.4999719159356477,0.46681574356197053,chronos_bolt_small,393,0,0.27042454328282745,external_locked,1.0143408794910052,3.043112537946658,external_v1_chronos_restaurant_d_short_1783856172,real_gift_eval_window,air_35512c42db0868da,0.0,0
auto_ets,444,6.27984846316256,0.6019581532181177,rolling_pre_origin,30,444,restaurant/D/short,Sales,0.8214285714285714,0,0,0,0.6596339478785054,0.1253070722332026,444,30,6.303954430988857,0.6042688433501127,chronos_bolt_small,444,0,0.3403660521214947,external_locked,1.0038386225347153,7.898834280633285,external_v1_chronos_restaurant_d_short_1783856172,real_gift_eval_window,air_64d4491ad8cdb1c6,0.3333333333333333,0
auto_arima,264,7.220603771428572,0.8589838751978062,rolling_pre_origin,30,264,restaurant/D/short,Sales,0.7777777777777778,0,0,0,0.949984619582915,0.002770743703885017,264,30,7.0950549796775535,0.8440482283906202,chronos_bolt_small,264,0,0.050015380417084976,external_locked,0.9826124247048718,8.819974116091355,external_v1_chronos_restaurant_d_short_1783856172,real_gift_eval_window,air_820d1919cbecaa0a,0.0,0
auto_arima,230,10.293230486189955,0.9954768361884874,rolling_pre_origin,30,230,restaurant/D/short,Sales,0.6111111111111112,0,0,0,0.5584305637287998,0.15313987669585077,230,30,10.113507164849175,0.9780954704882202,chronos_bolt_small,230,0,0.4415694362712002,external_locked,0.9825396583139869,12.451723986389657,external_v1_chronos_restaurant_d_short_1783856172,real_gift_eval_window,air_cf22e368c1a71d53,0.0,0
naive,444,3.111111111111111,0.6024321796069928,rolling_pre_origin,30,444,restaurant/D/short,Sales,0.6111111111111112,0,0,0,0.8127483893663864,0.03515010329818283,444,30,2.908300201098124,0.5631600950675352,chronos_bolt_small,444,0,0.18725161063361365,external_locked,0.9348107789240965,3.5787386792280675,external_v1_chronos_restaurant_d_short_1783856172,real_gift_eval_window,air_25e9888d30b386df,0.3333333333333333,0
auto_arima,445,9.441372420009964,0.7754145169807665,rolling_pre_origin,30,445,restaurant/D/short,Sales,0.7857142857142857,0,0,0,0.8361233227873623,0.02069125508742592,445,30,7.992607797895159,0.6564283071692496,chronos_bolt_small,445,0,0.1638766772126377,external_locked,0.8465514802651835,11.24113589997339,external_v1_chronos_restaurant_d_short_1783856172,real_gift_eval_window,air_9438d67241c81314,0.0,0
naive,266,10.633333333333333,1.0009839117137735,rolling_pre_origin,30,266,restaurant/D/short,Sales,0.8,0,0,0,0.9209086060893127,0.0053719014777682,266,30,8.82192096710205,0.8304640399824044,chronos_bolt_small,266,0,0.07909139391068731,external_locked,0.8296477398527794,10.801906527238929,external_v1_chronos_restaurant_d_short_1783856172,real_gift_eval_window,air_a271c9ba19e81d17,0.3333333333333333,0
auto_arima,266,7.68359495681933,0.5891255392492601,rolling_pre_origin,30,266,restaurant/D/short,Sales,0.8,0,0,0,0.3679361930260996,0.2700251761525078,266,30,6.295384788513184,0.482687072803443,chronos_bolt_small,266,0,0.6320638069739004,external_locked,0.8193280390092786,7.5863037750481475,external_v1_chronos_restaurant_d_short_1783856172,real_gift_eval_window,air_f3f9824b7d70c3cf,0.3333333333333333,0
auto_arima,266,7.734427773116995,0.6468196153279441,rolling_pre_origin,30,266,restaurant/D/short,Sales,0.8666666666666667,0,0,0,0.4121480645074542,0.35283468113977295,266,30,6.193712425231934,0.5179716982121241,chronos_bolt_small,266,0,0.5878519354925458,external_locked,0.8007977586601795,7.175664153864871,external_v1_chronos_restaurant_d_short_1783856172,real_gift_eval_window,air_8e4360a64dbd4c50,0.3333333333333333,0
